file	line	kind	marker	status	assessment	context	source
crates/turnloop-contract/tests/allocations.rs	36	cfg-selection	#[cfg(windows)]	STILL TRUE — allocation subject selection	N native gates; W2 nine/W3 ten release tests. Files/IPC/process/console tests intentionally excluded on incapable wasm; private-timeout accounting is excluded from WASI at line 1019, gap I02; web uses separate WEB allocator.	static ALL_THREADS_ALLOCS: std::sync::atomic::AtomicUsize = std::sync::atomic::AtomicUsize::new(0); fn record() { #[cfg(windows)] if ALL_THREADS_ACTIVE.load(std::sync::atomic::Ordering::Relaxed) { ALL_THREADS_ALLOCS.fetch_add(1, std::sync::atomic::Ordering::Relaxed);	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/crates/turnloop-contract/tests/allocations.rs#L36
crates/turnloop-contract/tests/allocations.rs	577	cfg-selection	"#[cfg(target_env = ""p3"")]"	STILL TRUE — allocation subject selection	N native gates; W2 nine/W3 ten release tests. Files/IPC/process/console tests intentionally excluded on incapable wasm; private-timeout accounting is excluded from WASI at line 1019, gap I02; web uses separate WEB allocator.	"}  #[cfg(target_env = ""p3"")] #[test] fn wasi_random_scalar_imports_allocate_nothing() {"	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/crates/turnloop-contract/tests/allocations.rs#L577
crates/turnloop-contract/tests/allocations.rs	592	cfg-selection	"#[cfg(not(target_os = ""wasi""))]"	STILL TRUE — allocation subject selection	N native gates; W2 nine/W3 ten release tests. Files/IPC/process/console tests intentionally excluded on incapable wasm; private-timeout accounting is excluded from WASI at line 1019, gap I02; web uses separate WEB allocator.	"}  #[cfg(not(target_os = ""wasi""))] #[test] fn ipc_handle_transfer_and_external_waits_allocate_nothing_after_setup() {"	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/crates/turnloop-contract/tests/allocations.rs#L592
crates/turnloop-contract/tests/allocations.rs	596	cfg-selection	#[cfg(unix)]	STILL TRUE — allocation subject selection	N native gates; W2 nine/W3 ten release tests. Files/IPC/process/console tests intentionally excluded on incapable wasm; private-timeout accounting is excluded from WASI at line 1019, gap I02; web uses separate WEB allocator.	"fn ipc_handle_transfer_and_external_waits_allocate_nothing_after_setup() { let mut l = Loop::new(Config::default()).expect(""loop""); #[cfg(unix)] let path = std::env::temp_dir().join(format!(""tl-alloc-ipc-{}.sock"", std::process::id())); #[cfg(windows)]"	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/crates/turnloop-contract/tests/allocations.rs#L596
crates/turnloop-contract/tests/allocations.rs	598	cfg-selection	#[cfg(windows)]	STILL TRUE — allocation subject selection	N native gates; W2 nine/W3 ten release tests. Files/IPC/process/console tests intentionally excluded on incapable wasm; private-timeout accounting is excluded from WASI at line 1019, gap I02; web uses separate WEB allocator.	"#[cfg(unix)] let path = std::env::temp_dir().join(format!(""tl-alloc-ipc-{}.sock"", std::process::id())); #[cfg(windows)] let path = std::path::PathBuf::from(format!(r""\\.\pipe\tl-alloc-ipc-{}"", std::process::id())); let (_, a, b) = turnloop_contract::native_surface::pipe_pair(&mut l, &PipeName(path.clone()));"	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/crates/turnloop-contract/tests/allocations.rs#L598
crates/turnloop-contract/tests/allocations.rs	666	cfg-selection	#[cfg(unix)]	STILL TRUE — allocation subject selection	N native gates; W2 nine/W3 ten release tests. Files/IPC/process/console tests intentionally excluded on incapable wasm; private-timeout accounting is excluded from WASI at line 1019, gap I02; web uses separate WEB allocator.	"); assert_eq!((transferred, waits), (200, 200)); #[cfg(unix)] std::fs::remove_file(path).expect(""remove socket path""); }"	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/crates/turnloop-contract/tests/allocations.rs#L666
crates/turnloop-contract/tests/allocations.rs	670	cfg-selection	"#[cfg(not(target_os = ""wasi""))]"	STILL TRUE — allocation subject selection	N native gates; W2 nine/W3 ten release tests. Files/IPC/process/console tests intentionally excluded on incapable wasm; private-timeout accounting is excluded from WASI at line 1019, gap I02; web uses separate WEB allocator.	"}  #[cfg(not(target_os = ""wasi""))] #[test] fn regular_file_jobs_reuse_pool_storage() {"	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/crates/turnloop-contract/tests/allocations.rs#L670
crates/turnloop-contract/tests/allocations.rs	683	cfg-selection	#[cfg(unix)]	STILL TRUE — allocation subject selection	N native gates; W2 nine/W3 ten release tests. Files/IPC/process/console tests intentionally excluded on incapable wasm; private-timeout accounting is excluded from WASI at line 1019, gap I02; web uses separate WEB allocator.	"file.write_all(&[9; 64]).expect(""file bytes""); let mut l = Loop::new(Config::default()).expect(""loop""); #[cfg(unix)] let transport = Detached::from_fd(file.try_clone().expect(""clone file"").into()); #[cfg(windows)]"	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/crates/turnloop-contract/tests/allocations.rs#L683
crates/turnloop-contract/tests/allocations.rs	685	cfg-selection	#[cfg(windows)]	STILL TRUE — allocation subject selection	N native gates; W2 nine/W3 ten release tests. Files/IPC/process/console tests intentionally excluded on incapable wasm; private-timeout accounting is excluded from WASI at line 1019, gap I02; web uses separate WEB allocator.	"#[cfg(unix)] let transport = Detached::from_fd(file.try_clone().expect(""clone file"").into()); #[cfg(windows)] let transport = Detached::from_handle(file.try_clone().expect(""clone file"").into()); let h = l"	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/crates/turnloop-contract/tests/allocations.rs#L685
crates/turnloop-contract/tests/allocations.rs	750	cfg-selection	"#[cfg(not(target_os = ""wasi""))]"	STILL TRUE — allocation subject selection	N native gates; W2 nine/W3 ten release tests. Files/IPC/process/console tests intentionally excluded on incapable wasm; private-timeout accounting is excluded from WASI at line 1019, gap I02; web uses separate WEB allocator.	"}  #[cfg(not(target_os = ""wasi""))] #[test] fn file_readiness_survives_pool_backpressure_without_allocations_or_spin() {"	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/crates/turnloop-contract/tests/allocations.rs#L750
crates/turnloop-contract/tests/allocations.rs	770	cfg-selection	#[cfg(unix)]	STILL TRUE — allocation subject selection	N native gates; W2 nine/W3 ten release tests. Files/IPC/process/console tests intentionally excluded on incapable wasm; private-timeout accounting is excluded from WASI at line 1019, gap I02; web uses separate WEB allocator.	"for h in &mut handles { let file = std::fs::File::open(&path).expect(""independent file offset""); #[cfg(unix)] let detached = Detached::from_fd(file.into()).expect(""file""); #[cfg(windows)]"	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/crates/turnloop-contract/tests/allocations.rs#L770
crates/turnloop-contract/tests/allocations.rs	772	cfg-selection	#[cfg(windows)]	STILL TRUE — allocation subject selection	N native gates; W2 nine/W3 ten release tests. Files/IPC/process/console tests intentionally excluded on incapable wasm; private-timeout accounting is excluded from WASI at line 1019, gap I02; web uses separate WEB allocator.	"#[cfg(unix)] let detached = Detached::from_fd(file.into()).expect(""file""); #[cfg(windows)] let detached = Detached::from_handle(file.into()).expect(""file""); *h = Some(l.attach(detached, Token(0)).expect(""attach""));"	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/crates/turnloop-contract/tests/allocations.rs#L772
crates/turnloop-contract/tests/allocations.rs	876	cfg-selection	"#[cfg(feature = ""executor"")]"	STILL TRUE — allocation subject selection	N native gates; W2 nine/W3 ten release tests. Files/IPC/process/console tests intentionally excluded on incapable wasm; private-timeout accounting is excluded from WASI at line 1019, gap I02; web uses separate WEB allocator.	"}  #[cfg(feature = ""executor"")] #[test] fn executor_steady_io_poll_and_sleep_allocate_nothing() {"	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/crates/turnloop-contract/tests/allocations.rs#L876
crates/turnloop-contract/tests/allocations.rs	940	cfg-selection	#[cfg(unix)]	STILL TRUE — allocation subject selection	N native gates; W2 nine/W3 ten release tests. Files/IPC/process/console tests intentionally excluded on incapable wasm; private-timeout accounting is excluded from WASI at line 1019, gap I02; web uses separate WEB allocator.	}  #[cfg(unix)] #[test] fn signal_exit_and_external_notification_delivery_allocate_nothing() {	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/crates/turnloop-contract/tests/allocations.rs#L940
crates/turnloop-contract/tests/allocations.rs	1019	cfg-selection	"#[cfg(not(target_os = ""wasi""))]"	STILL TRUE — allocation subject selection	N native gates; W2 nine/W3 ten release tests. Files/IPC/process/console tests intentionally excluded on incapable wasm; private-timeout accounting is excluded from WASI at line 1019, gap I02; web uses separate WEB allocator.	"}  #[cfg(not(target_os = ""wasi""))] #[test] fn quiet_deadline_waits_have_identical_accounting_without_allocations() {"	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/crates/turnloop-contract/tests/allocations.rs#L1019
crates/turnloop-contract/tests/allocations.rs	1063	cfg-selection	"#[cfg(target_os = ""wasi"")]"	STILL TRUE — allocation subject selection	N native gates; W2 nine/W3 ten release tests. Files/IPC/process/console tests intentionally excluded on incapable wasm; private-timeout accounting is excluded from WASI at line 1019, gap I02; web uses separate WEB allocator.	"}  #[cfg(target_os = ""wasi"")] #[test] fn single_agent_external_waits_allocate_nothing() {"	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/crates/turnloop-contract/tests/allocations.rs#L1063
crates/turnloop-contract/tests/allocations.rs	1105	cfg-selection	"#[cfg(target_os = ""wasi"")]"	STILL TRUE — allocation subject selection	N native gates; W2 nine/W3 ten release tests. Files/IPC/process/console tests intentionally excluded on incapable wasm; private-timeout accounting is excluded from WASI at line 1019, gap I02; web uses separate WEB allocator.	"}  #[cfg(target_os = ""wasi"")] #[test] fn stdio_writes_reuse_stream_storage() {"	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/crates/turnloop-contract/tests/allocations.rs#L1105
crates/turnloop-contract/tests/allocations.rs	1139	cfg-selection	"#[cfg(target_os = ""wasi"")]"	STILL TRUE — allocation subject selection	N native gates; W2 nine/W3 ten release tests. Files/IPC/process/console tests intentionally excluded on incapable wasm; private-timeout accounting is excluded from WASI at line 1019, gap I02; web uses separate WEB allocator.	"}  #[cfg(target_os = ""wasi"")] #[test] fn stdio_reads_reuse_caller_buffers_through_eof() {"	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/crates/turnloop-contract/tests/allocations.rs#L1139
crates/turnloop-contract/tests/allocations.rs	1198	cfg-selection	#[cfg(windows)]	STILL TRUE — allocation subject selection	N native gates; W2 nine/W3 ten release tests. Files/IPC/process/console tests intentionally excluded on incapable wasm; private-timeout accounting is excluded from WASI at line 1019, gap I02; web uses separate WEB allocator.	}  #[cfg(windows)] #[test] fn windows_kill_repeat_and_immediate_close_allocate_nothing_after_setup() {	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/crates/turnloop-contract/tests/allocations.rs#L1198
crates/turnloop-contract/tests/allocations.rs	1307	cfg-selection	#[cfg(windows)]	STILL TRUE — allocation subject selection	N native gates; W2 nine/W3 ten release tests. Files/IPC/process/console tests intentionally excluded on incapable wasm; private-timeout accounting is excluded from WASI at line 1019, gap I02; web uses separate WEB allocator.	}  #[cfg(windows)] #[test] fn windows_child_watch_cancel_exit_and_close_allocate_nothing_after_setup() {	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/crates/turnloop-contract/tests/allocations.rs#L1307
crates/turnloop-contract/tests/allocations.rs	1425	cfg-selection	#[cfg(windows)]	STILL TRUE — allocation subject selection	N native gates; W2 nine/W3 ten release tests. Files/IPC/process/console tests intentionally excluded on incapable wasm; private-timeout accounting is excluded from WASI at line 1019, gap I02; web uses separate WEB allocator.	}  #[cfg(windows)] #[test] fn windows_backlog_accept_rearm_and_busy_deadlines_allocate_nothing() {	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/crates/turnloop-contract/tests/allocations.rs#L1425
crates/turnloop-contract/tests/allocations.rs	1537	cfg-selection	#[cfg(windows)]	STILL TRUE — allocation subject selection	N native gates; W2 nine/W3 ten release tests. Files/IPC/process/console tests intentionally excluded on incapable wasm; private-timeout accounting is excluded from WASI at line 1019, gap I02; web uses separate WEB allocator.	}  #[cfg(windows)] #[test] fn windows_worker_file_fifo_allocate_nothing_after_setup() {	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/crates/turnloop-contract/tests/allocations.rs#L1537
crates/turnloop-contract/tests/allocations.rs	1602	cfg-selection	#[cfg(windows)]	STILL TRUE — allocation subject selection	N native gates; W2 nine/W3 ten release tests. Files/IPC/process/console tests intentionally excluded on incapable wasm; private-timeout accounting is excluded from WASI at line 1019, gap I02; web uses separate WEB allocator.	}  #[cfg(windows)] #[test] fn windows_console_control_delivery_allocates_nothing_on_any_thread() {	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/crates/turnloop-contract/tests/allocations.rs#L1602
crates/turnloop-contract/tests/executor.rs	1	cfg-selection	"#![cfg(all( feature = ""executor"", not(loom), any( target_vendor = ""apple"", target_os = ""linux"", target_os = ""android"", target_os = ""freebsd"", target_os = ""windows"" ) ))]"	STILL TRUE — contract platform/feature selection	N/W2/W3/WEB run applicable suites separately; Loom excludes OS bodies, executor requires feature. Apple/Linux/Android/FreeBSD cfg does not include every build.rs BSD; mobile/FreeBSD runtime absent. I12.	"#![cfg(all( feature = ""executor"", not(loom),"	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/crates/turnloop-contract/tests/executor.rs#L1
crates/turnloop-contract/tests/lifetimes.rs	2	cfg-selection	"#![cfg(all( not(loom), any( target_vendor = ""apple"", target_os = ""linux"", target_os = ""android"", target_os = ""freebsd"" ) ))]"	STILL TRUE — contract platform/feature selection	N/W2/W3/WEB run applicable suites separately; Loom excludes OS bodies, executor requires feature. Apple/Linux/Android/FreeBSD cfg does not include every build.rs BSD; mobile/FreeBSD runtime absent. I12.	#![deny(unsafe_op_in_unsafe_fn)] #![cfg(all( not(loom), any(	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/crates/turnloop-contract/tests/lifetimes.rs#L2
crates/turnloop-contract/tests/lifetimes.rs	13	cfg-selection	"let path = if cfg!(any(target_os = ""linux"", target_os = ""android"")) {"	STILL TRUE — contract platform/feature selection	N/W2/W3/WEB run applicable suites separately; Loom excludes OS bodies, executor requires feature. Apple/Linux/Android/FreeBSD cfg does not include every build.rs BSD; mobile/FreeBSD runtime absent. I12.	"use turnloop::*; fn fd_count() -> usize { let path = if cfg!(any(target_os = ""linux"", target_os = ""android"")) { ""/proc/self/fd"" } else {"	https://github.com/PerryTS/turnloop/blob/a0fbb1bf9a100bb3215219f54301b9ee82ffe71f/crates/turnloop-contract/tests/lifetimes.rs#L13
